record_type,mode,n_ops,repeat,threads,k_value,planned_ops,successful_ops,failed_ops,total_ms,avg_ms_per_success,tps_success,event_rows,log_rows,checkpoint_rows,mean_total_ms,stddev_total_ms,min_total_ms,max_total_ms,iqr_total_ms
RUN,HMAC_ONLY,1000,8,1,0,1000,1000,0,5818.226,5.818225800,171.874,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,9,1,0,1000,1000,0,5815.064,5.815063700,171.967,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,10,1,0,1000,1000,0,6837.418,6.837418400,146.254,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,11,1,0,1000,1000,0,7173.181,7.173181100,139.408,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,12,1,0,1000,1000,0,5823.634,5.823633600,171.714,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,13,1,0,1000,1000,0,5907.257,5.907256700,169.283,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,14,1,0,1000,1000,0,6026.007,6.026007300,165.947,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,15,1,0,1000,1000,0,5886.155,5.886154700,169.890,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,16,1,0,1000,1000,0,7462.439,7.462438800,134.004,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,17,1,0,1000,1000,0,6686.161,6.686161000,149.563,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,18,1,0,1000,1000,0,5842.159,5.842158700,171.170,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,19,1,0,1000,1000,0,5810.298,5.810298200,172.108,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,20,1,0,1000,1000,0,5820.100,5.820099500,171.818,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,21,1,0,1000,1000,0,6032.489,6.032488800,165.769,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,22,1,0,1000,1000,0,5820.947,5.820946500,171.793,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,23,1,0,1000,1000,0,5898.381,5.898380700,169.538,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,24,1,0,1000,1000,0,7799.938,7.799938300,128.206,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,25,1,0,1000,1000,0,5812.197,5.812197200,172.052,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,26,1,0,1000,1000,0,5868.738,5.868737800,170.394,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,27,1,0,1000,1000,0,5833.447,5.833447200,171.425,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,28,1,0,1000,1000,0,5831.949,5.831948600,171.469,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,29,1,0,1000,1000,0,5820.996,5.820995700,171.792,1000,0,0,,,,,
RUN,HMAC_ONLY,1000,30,1,0,1000,1000,0,8217.914,8.217914000,121.685,1000,0,0,,,,,
SUMMARY,HMAC_ONLY,1000,-1,1,0,,,,5855.448,5.855448250,170.782,,,,6238.148,708.269,5803.513,8217.914,549.431
RUN,HMAC_ONLY,5000,1,1,0,5000,5000,0,31523.837,6.304767380,158.610,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,2,1,0,5000,5000,0,31307.346,6.261469160,159.707,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,3,1,0,5000,5000,0,29208.965,5.841793000,171.180,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,4,1,0,5000,5000,0,31477.473,6.295494640,158.844,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,5,1,0,5000,5000,0,31587.950,6.317589940,158.288,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,6,1,0,5000,5000,0,31325.879,6.265175720,159.612,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,7,1,0,5000,5000,0,29046.360,5.809271940,172.139,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,8,1,0,5000,5000,0,31512.020,6.302404020,158.670,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,9,1,0,5000,5000,0,31501.262,6.300252400,158.724,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,10,1,0,5000,5000,0,31661.201,6.332240100,157.922,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,11,1,0,5000,5000,0,29081.612,5.816322340,171.930,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,12,1,0,5000,5000,0,31241.576,6.248315180,160.043,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,13,1,0,5000,5000,0,31338.692,6.267738420,159.547,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,14,1,0,5000,5000,0,31525.443,6.305088540,158.602,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,15,1,0,5000,5000,0,31458.377,6.291675400,158.940,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,16,1,0,5000,5000,0,31477.917,6.295583400,158.842,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,17,1,0,5000,5000,0,29823.453,5.964690540,167.653,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,18,1,0,5000,5000,0,58876.984,11.775396780,84.923,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,19,1,0,5000,5000,0,58509.540,11.701908080,85.456,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,20,1,0,5000,5000,0,29197.496,5.839499160,171.248,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,21,1,0,5000,5000,0,29351.031,5.870206120,170.352,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,22,1,0,5000,5000,0,29342.716,5.868543120,170.400,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,23,1,0,5000,5000,0,29531.191,5.906238140,169.313,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,24,1,0,5000,5000,0,29693.203,5.938640660,168.389,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,25,1,0,5000,5000,0,29483.679,5.896735700,169.585,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,26,1,0,5000,5000,0,29870.584,5.974116800,167.389,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,27,1,0,5000,5000,0,29489.343,5.897868520,169.553,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,28,1,0,5000,5000,0,29438.765,5.887752980,169.844,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,29,1,0,5000,5000,0,29084.869,5.816973880,171.911,5000,0,0,,,,,
RUN,HMAC_ONLY,5000,30,1,0,5000,5000,0,31557.659,6.311531740,158.440,5000,0,0,,,,,
SUMMARY,HMAC_ONLY,5000,-1,1,0,,,,31274.461,6.254892170,159.875,,,,32317.547,7243.670,29046.360,58876.984,2059.337
RUN,HMAC_ONLY,10000,1,1,0,10000,10000,0,60735.974,6.073597420,164.647,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,2,1,0,10000,10000,0,62803.176,6.280317580,159.228,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,3,1,0,10000,10000,0,63183.991,6.318399070,158.268,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,4,1,0,10000,10000,0,60895.459,6.089545920,164.216,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,5,1,0,10000,10000,0,63666.340,6.366633950,157.069,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,6,1,0,10000,10000,0,61465.345,6.146534450,162.693,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,7,1,0,10000,10000,0,63804.051,6.380405130,156.730,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,8,1,0,10000,10000,0,61661.231,6.166123060,162.176,10000,0,0,,,,,
